"Match ID","Match Score","Team","Player","K","D","A","Damage","ADR","ADR Differ...","HLTV Rating 2.1","KAST, %","Open kills","Trade kills"
"522622101933500","13-5","Team Dave","inferno resident","25","11","4","2421","135","+70","2.08","100","4","3"
"522622101933500","13-5","Team Dave","Hy'Te.Wouldw0w~","21","8","2","1714","95","+41","1.73","83","1","1"
"522622101933500","13-5","Team Dave","󠀡󠀡Chris","14","13","6","1821","101","+13","1.08","72","0","2"
"522622101933500","13-5","Team Dave","riedymj","10","12","3","1227","68","-10","0.91","55","2","1"
"522622101933500","13-5","Team Dave","Give Me My Jeff Back","6","16","5","689","38","-46","0.53","55","2","0"
"522622101933500","13-5","Team Lunzhi","GibboCounterStrike","16","14","4","1736","96","+7","1.21","83","1","5"
"522622101933500","13-5","Team Lunzhi","󠀡󠀡 󠀡✪ Imma Lexus 🚗","14","16","4","1476","82","-9","1.14","66","5","2"
"522622101933500","13-5","Team Lunzhi","stellated dodecahedrons","11","16","5","1644","91","0","0.86","66","0","2"
"522622101933500","13-5","Team Lunzhi","߷","9","16","1","867","48","-40","0.73","72","2","2"
"522622101933500","13-5","Team Lunzhi","Berome","8","15","2","769","43","-46","0.57","55","1","2"
